what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1308222098609
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1308222100250
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.file.save",1308222106531
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.file.save",1308222112718
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1308222113218
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1308222116359
activated,view,org.eclipse.ui.navigator.resources,3.4.0.I20090525-2000,"org.eclipse.ui.navigator.ProjectExplorer",1308222122609
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1308222125937
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1308222148765
opened,editor,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.CompilationUnitEditor",1308222148953
activated,editor,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.CompilationUnitEditor",1308222149078
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1308222152625
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1308222161015
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.paste",1308222165671
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.file.save",1308222168750
activated,view,org.eclipse.ui.navigator.resources,3.4.0.I20090525-2000,"org.eclipse.ui.navigator.ProjectExplorer",1308222175421
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1308222178781
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1308222181656
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.file.properties",1308222181687
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1308222192937
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1308222213609
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1308222214156
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1308222214890
activated,editor,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.CompilationUnitEditor",1308222216562
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1308222220765
