what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1308212521328
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1308212525921
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1308212527531
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1308212535125
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1308212536656
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.file.save",1308212542656
activated,view,org.eclipse.ui.navigator.resources,3.4.0.I20090525-2000,"org.eclipse.ui.navigator.ProjectExplorer",1308212555078
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1308212557515
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1308212560625
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1308212565671
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1308212575875
started,bundle,org.eclipse.ltk.ui.refactoring,3.4.100.v20090604,"org.eclipse.ltk.ui.refactoring",1308212576296
opened,editor,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.CompilationUnitEditor",1308212576359
activated,editor,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.CompilationUnitEditor",1308212576609
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.file.save",1308212580593
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1308212581328
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1308212586500
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1308212587609
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1308212588531
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1308212589796
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1308212603609
started,bundle,org.eclipse.jdt.junit,3.5.0.v20090526-2000,"org.eclipse.jdt.junit",1308212610578
started,bundle,org.eclipse.ui.views.log,1.0.100.v20090527,"org.eclipse.ui.views.log",1308212610609
started,bundle,org.eclipse.pde.ui,3.5.0.v20090528,"org.eclipse.pde.ui",1308212610625
executed,command,org.eclipse.ui.workbench.texteditor,3.5.0.v20090603,"org.eclipse.ui.edit.text.delete.line",1308212616734
