what,kind,bundleId,bundleVersion,description,time
activated,view,org.eclipse.ui.navigator.resources,3.4.0.I20090525-2000,"org.eclipse.ui.navigator.ProjectExplorer",1308212329828
opened,editor,org.eclipse.wst.xml.ui,1.1.0.v200905242047,"org.eclipse.wst.xml.ui.internal.tabletree.XMLMultiPageEditorPart",1308212330078
activated,editor,org.eclipse.wst.xml.ui,1.1.0.v200905242047,"org.eclipse.wst.xml.ui.internal.tabletree.XMLMultiPageEditorPart",1308212330125
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1308212335156
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1308212336218
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1308212341937
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1308212343218
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1308212345609
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1308212346546
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1308212349750
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1308212350953
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1308212353343
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1308212354687
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1308212356734
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1308212357750
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1308212360046
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1308212361015
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1308212366703
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1308212367875
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1308212371546
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1308212372921
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1308212375984
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1308212376750
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1308212382140
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1308212383296
