what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1308212388296
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1308212389031
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1308212391562
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1308212392500
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1308212396781
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1308212397765
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1308212403187
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1308212404093
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1308212406546
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1308212407765
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1308212409687
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1308212410578
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1308212412312
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1308212413078
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1308212416703
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1308212418062
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1308212421406
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1308212422343
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1308212427343
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1308212428906
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1308212432234
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1308212433500
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.file.save",1308212440468
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1308212443375
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1308212443984
