what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1308213951531
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1308221163031
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1308221164843
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1308221164843
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1308221164906
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1308221173703
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1308221176750
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1308221179312
closed,editor,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.CompilationUnitEditor",1308221180968
closed,editor,org.eclipse.wst.xml.ui,1.1.0.v200905242047,"org.eclipse.wst.xml.ui.internal.tabletree.XMLMultiPageEditorPart",1308221181671
activated,view,org.eclipse.ui.console,3.4.0.v20090513,"org.eclipse.ui.console.ConsoleView",1308221182437
closed,editor,org.eclipse.wst.xml.ui,1.1.0.v200905242047,"org.eclipse.wst.xml.ui.internal.tabletree.XMLMultiPageEditorPart",1308221182437
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1308221184500
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1308221191968
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1308221192312
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1308221192718
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1308221193390
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1308221200937
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1308221200953
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1308221408078
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1308221419218
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1308221875875
activated,view,org.eclipse.ui.navigator.resources,3.4.0.I20090525-2000,"org.eclipse.ui.navigator.ProjectExplorer",1308221877000
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1308221880781
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1308221882015
