what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1308212095250
opened,editor,org.eclipse.wst.xml.ui,1.1.0.v200905242047,"org.eclipse.wst.xml.ui.internal.tabletree.XMLMultiPageEditorPart",1308212117218
activated,editor,org.eclipse.wst.xml.ui,1.1.0.v200905242047,"org.eclipse.wst.xml.ui.internal.tabletree.XMLMultiPageEditorPart",1308212117250
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1308212117265
activated,view,org.eclipse.ui.navigator.resources,3.4.0.I20090525-2000,"org.eclipse.ui.navigator.ProjectExplorer",1308212133890
activated,editor,org.eclipse.wst.xml.ui,1.1.0.v200905242047,"org.eclipse.wst.xml.ui.internal.tabletree.XMLMultiPageEditorPart",1308212141343
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1308212145156
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1308212145156
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1308212145265
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1308212147031
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1308212147937
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1308212170812
activated,view,org.eclipse.ui.navigator.resources,3.4.0.I20090525-2000,"org.eclipse.ui.navigator.ProjectExplorer",1308212171890
opened,editor,org.eclipse.wst.xml.ui,1.1.0.v200905242047,"org.eclipse.wst.xml.ui.internal.tabletree.XMLMultiPageEditorPart",1308212172171
activated,editor,org.eclipse.wst.xml.ui,1.1.0.v200905242047,"org.eclipse.wst.xml.ui.internal.tabletree.XMLMultiPageEditorPart",1308212172234
closed,editor,org.eclipse.wst.xml.ui,1.1.0.v200905242047,"org.eclipse.wst.xml.ui.internal.tabletree.XMLMultiPageEditorPart",1308212173640
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1308212180968
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1308212183875
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1308212191296
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1308212193296
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1308212203656
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1308212211875
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.paste",1308212213984
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.file.save",1308212216296
activated,view,org.eclipse.ui.navigator.resources,3.4.0.I20090525-2000,"org.eclipse.ui.navigator.ProjectExplorer",1308212218109
