what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.file.save",1308212623906
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.file.save",1308212627968
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1308212628609
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1308212651062
activated,view,org.eclipse.wst.server.ui,1.1.102.v20090515,"org.eclipse.wst.server.ui.ServersView",1308212653531
executed,command,org.eclipse.wst.server.ui,1.1.102.v20090515,"org.eclipse.wst.server.run",1308212656875
activated,view,org.eclipse.ui.console,3.4.0.v20090513,"org.eclipse.ui.console.ConsoleView",1308212657421
activated,view,org.eclipse.wst.server.ui,1.1.102.v20090515,"org.eclipse.wst.server.ui.ServersView",1308212658421
activated,view,org.eclipse.ui.console,3.4.0.v20090513,"org.eclipse.ui.console.ConsoleView",1308212658484
activated,view,org.eclipse.wst.server.ui,1.1.102.v20090515,"org.eclipse.wst.server.ui.ServersView",1308212658703
activated,view,org.eclipse.ui.console,3.4.0.v20090513,"org.eclipse.ui.console.ConsoleView",1308212659406
activated,view,org.eclipse.wst.server.ui,1.1.102.v20090515,"org.eclipse.wst.server.ui.ServersView",1308212661031
activated,view,org.eclipse.ui.console,3.4.0.v20090513,"org.eclipse.ui.console.ConsoleView",1308212662343
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1308212665781
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1308212665781
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1308212665859
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1308212685500
activated,view,org.eclipse.ui.navigator.resources,3.4.0.I20090525-2000,"org.eclipse.ui.navigator.ProjectExplorer",1308212688046
activated,editor,org.eclipse.wst.xml.ui,1.1.0.v200905242047,"org.eclipse.wst.xml.ui.internal.tabletree.XMLMultiPageEditorPart",1308212688312
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1308212693609
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1308212700500
activated,view,org.eclipse.ui.console,3.4.0.v20090513,"org.eclipse.ui.console.ConsoleView",1308212702578
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1308212716906
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1308212727593
opened,view,org.eclipse.ui.views,3.4.0.I20090525-2000,"org.eclipse.ui.views.PropertySheet",1308212733875
