what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1308221889781
opened,editor,org.eclipse.ui.editors,3.5.0.v20090527-2000,"org.eclipse.ui.DefaultTextEditor",1308221898734
activated,editor,org.eclipse.ui.editors,3.5.0.v20090527-2000,"org.eclipse.ui.DefaultTextEditor",1308221898781
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1308221898828
activated,view,org.eclipse.ui.navigator.resources,3.4.0.I20090525-2000,"org.eclipse.ui.navigator.ProjectExplorer",1308221900562
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1308221903171
closed,editor,org.eclipse.ui.editors,3.5.0.v20090527-2000,"org.eclipse.ui.DefaultTextEditor",1308221905406
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1308221905437
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.delete",1308221905453
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1308221918203
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1308221927937
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1308221933859
opened,editor,org.eclipse.ui.editors,3.5.0.v20090527-2000,"org.eclipse.ui.DefaultTextEditor",1308221937437
activated,editor,org.eclipse.ui.editors,3.5.0.v20090527-2000,"org.eclipse.ui.DefaultTextEditor",1308221937437
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1308221937484
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.file.save",1308221953515
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1308221957859
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1308221957859
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1308221957937
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1308221959578
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1308221960156
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1308221960156
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1308221960234
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1308221965109
activated,view,org.eclipse.ui.navigator.resources,3.4.0.I20090525-2000,"org.eclipse.ui.navigator.ProjectExplorer",1308221969843
