what,kind,bundleId,bundleVersion,description,time
activated,view,org.eclipse.ui.console,3.4.0.v20090513,"org.eclipse.ui.console.ConsoleView",1308213100421
activated,view,org.eclipse.wst.server.ui,1.1.102.v20090515,"org.eclipse.wst.server.ui.ServersView",1308213101562
activated,view,org.eclipse.ui.console,3.4.0.v20090513,"org.eclipse.ui.console.ConsoleView",1308213101640
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1308213101703
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1308213101843
activated,view,org.eclipse.wst.server.ui,1.1.102.v20090515,"org.eclipse.wst.server.ui.ServersView",1308213101843
activated,view,org.eclipse.ui.console,3.4.0.v20090513,"org.eclipse.ui.console.ConsoleView",1308213102546
activated,view,org.eclipse.wst.server.ui,1.1.102.v20090515,"org.eclipse.wst.server.ui.ServersView",1308213104125
activated,view,org.eclipse.ui.console,3.4.0.v20090513,"org.eclipse.ui.console.ConsoleView",1308213104421
started,bundle,org.eclipse.wst.xsl.debug.ui,1.0.0.v200904240436,"org.eclipse.wst.xsl.debug.ui",1308213119140
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1308213120312
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1308213120312
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1308213120406
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1308213595234
activated,editor,org.eclipse.wst.xml.ui,1.1.0.v200905242047,"org.eclipse.wst.xml.ui.internal.tabletree.XMLMultiPageEditorPart",1308213598015
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1308213604937
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1308213604953
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1308213605031
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1308213624953
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1308213625531
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1308213625531
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1308213625656
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1308213759187
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1308213872328
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1308213948046
